City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
adrar,20.5022,-10.0711,73.38,12,15,6.98,MR,1618813221
rosario,-32.9468,-60.6393,66.0,94,0,5.66,AR,1618813054
dudinka,69.4058,86.1778,4.06,90,75,11.34,RU,1618813228
asau,46.4333,26.4,45.0,62,100,0.27,RO,1618813232
vostok,46.4856,135.8833,47.17,55,98,10.49,RU,1618813235
banda aceh,5.5577,95.3222,86.61,63,90,14.81,ID,1618813239
port moresby,-9.4431,147.1797,89.6,62,40,11.5,PG,1618813245
babol,36.5513,52.679,73.4,46,0,11.5,IR,1618813143
daru,-9.0763,143.2092,82.87,75,99,3.33,PG,1618813252
cherskiy,68.75,161.3,21.88,84,58,6.98,RU,1618813256
seabra,-12.4186,-41.7703,71.6,94,90,2.1,BR,1618813259
tura,25.5198,90.2201,88.56,35,0,7.74,IN,1618813263
igrim,63.1906,64.4162,22.46,58,43,3.94,RU,1618813266
hambantota,6.1241,81.1185,89.6,70,40,11.5,LK,1618813270
ejido,8.5514,-71.2375,65.66,80,100,6.26,VE,1618813273
kudeyevskiy,54.8758,56.7567,42.8,26,0,13.42,RU,1618813153
coihaique,-45.5752,-72.0662,51.8,82,75,14.97,CL,1618813284
zyryanka,65.75,150.85,33.01,88,22,5.82,RU,1618813294
batken,39.8333,71.0,46.2,59,61,2.06,KG,1618813297
emmauss,56.7805,36.115,43.54,79,98,11.72,RU,1618813301
genhe,50.7833,121.5167,38.86,20,3,11.1,CN,1618813305
christchurch,-43.5333,172.6333,62.6,59,61,5.75,NZ,1618813308
borzya,50.3833,116.5167,42.19,11,3,8.41,RU,1618813312
tangshan,39.6333,118.1833,82.8,13,35,10.18,CN,1618813318
kaduna,10.5222,7.4383,75.79,59,100,5.77,NG,1618813322
pevek,69.7008,170.3133,24.57,77,56,15.77,RU,1618813326
evensk,61.95,159.2333,33.17,99,100,5.3,RU,1618813329
redcliffe,-27.2307,153.0973,75.0,49,20,6.91,AU,1618813075
turukhansk,65.8167,87.9833,24.17,73,65,12.57,RU,1618813336
haines junction,60.7522,-137.5108,33.8,64,18,2.06,CA,1618813339
muros,42.7762,-9.0603,53.01,92,96,3.91,ES,1618813343
wuxue,29.8506,115.5525,66.54,57,91,8.21,CN,1618813224
bredasdorp,-34.5322,20.0403,62.6,77,99,14.97,ZA,1618813350
miracema do tocantins,-9.5618,-48.3967,71.24,94,100,1.52,BR,1618813353
bolshoy lug,52.0779,104.0919,50.0,25,0,20.13,RU,1618813357
yining,29.0361,114.5636,73.22,60,83,3.18,CN,1618813360
saskylakh,71.9167,114.0833,9.27,86,98,11.56,RU,1618813364
olafsvik,64.8945,-23.7142,35.15,62,95,13.09,IS,1618813368
paralimni,35.0375,33.9833,77.0,38,0,8.05,CY,1618813371
kaitangata,-46.2817,169.8464,62.01,56,36,4.0,NZ,1618813375
ponta do sol,32.6667,-17.1,57.99,68,6,3.0,PT,1618813378
talara,-4.5772,-81.2719,69.71,85,100,5.86,PE,1618813382
salalah,17.0151,54.0924,86.0,62,40,4.61,OM,1618813385
dandong,40.1292,124.3947,65.57,39,26,12.12,CN,1618813349
lorengau,-2.0226,147.2712,83.1,72,100,8.52,PG,1618813392
grindavik,63.8424,-22.4338,30.2,93,75,6.91,IS,1618813396
butaritari,3.0707,172.7902,82.98,77,38,11.54,KI,1618813399
almeirim,-1.5233,-52.5817,71.82,98,100,1.14,BR,1618813403
sept-iles,50.2001,-66.3821,30.99,100,20,5.41,CA,1618813406
marovoay,-16.1,46.6333,84.2,54,20,12.66,MG,1618813413
sovetskiy,61.3614,63.5842,24.49,47,14,7.0,RU,1618813416
vardo,70.3705,31.1107,37.4,65,0,13.8,NO,1618813420
waipawa,-41.4122,175.5153,62.6,67,100,13.8,NZ,1618813423
talas,38.6908,35.5538,57.2,72,75,2.62,TR,1618813427
nuuk,64.1835,-51.7216,26.6,59,90,12.66,GL,1618813434
douentza,14.9951,-2.9517,79.66,17,52,5.68,ML,1618813437
gobabis,-22.45,18.9667,59.77,51,26,9.24,NA,1618813441
asyut,27.181,31.1837,82.4,30,0,9.22,EG,1618813444
makungu,-8.7333,35.2833,59.13,97,100,5.39,TZ,1618813448
lagoa,39.05,-27.9833,60.67,86,95,10.33,PT,1618813451
sechura,-5.5569,-80.8222,72.46,72,64,7.76,PE,1618813455
fare,-16.7,-151.0167,82.42,71,2,13.56,PF,1618813458
tuatapere,-46.1333,167.6833,57.99,81,92,1.01,NZ,1618813462
matamoros,25.5333,-103.25,60.01,48,0,14.94,MX,1618813231
iranshahr,27.2025,60.6848,82.4,16,0,4.43,IR,1618813469
naze,28.3667,129.4833,71.6,49,20,10.36,JP,1618813472
lompoc,34.6391,-120.4579,48.2,93,0,6.02,US,1618813307
dzemul,21.2,-89.3,73.4,88,40,3.44,MX,1618813479
pala,9.3642,14.9046,84.09,44,91,8.5,TD,1618813486
ust-nera,64.5667,143.2,24.73,85,99,6.2,RU,1618813490
port-cartier,50.0334,-66.8654,30.99,100,20,4.27,CA,1618813493
itabira,-19.6192,-43.2269,62.69,90,57,0.54,BR,1618813497
pangai,-19.8,-174.35,78.8,73,40,4.61,TO,1618813500
kudahuvadhoo,2.6708,72.8944,82.87,65,16,8.25,MV,1618813507
eyl,7.9803,49.8164,86.47,63,8,12.73,SO,1618813511
mount gambier,-37.8333,140.7667,64.4,55,90,17.27,AU,1618813514
buchanan,5.8808,-10.0467,77.0,94,40,1.39,LR,1618813518
amapa,1.0,-52.0,70.45,99,100,1.16,BR,1618813521
charters towers,-20.1,146.2667,79.84,57,66,15.97,AU,1618813525
qasigiannguit,68.8193,-51.1922,12.2,52,40,23.02,GL,1618813528
sabanagrande,10.7912,-74.7606,78.8,94,40,2.3,CO,1618813532
buta,2.7858,24.73,71.31,97,100,2.64,CD,1618813535
sao sebastiao,-23.76,-45.4097,70.07,91,72,6.78,BR,1618813539
huai thalaeng,14.997,102.6475,89.6,79,40,2.3,TH,1618813542
porto recanati,43.4365,13.6613,51.01,71,95,4.0,IT,1618813546
presidencia roque saenz pena,-26.7852,-60.4388,68.0,94,0,1.01,AR,1618813549
de aar,-30.6497,24.0123,64.98,27,4,3.74,ZA,1618813553
grojec,51.8625,20.8676,51.01,99,76,7.0,PL,1618813556
vao,-22.6667,167.4833,77.38,83,94,11.81,NC,1618813560
vung tau,10.346,107.0843,83.7,68,80,9.1,VN,1618813563
harboore,56.6175,8.1807,46.99,35,18,5.99,DK,1618813567
hoktember,40.1321,44.0097,68.0,37,0,4.61,AM,1618813574
muriti,-1.9833,32.9167,69.8,83,75,11.5,TZ,1618813577
coahuayana,18.7333,-103.6833,65.62,75,0,4.09,MX,1618813581
kristianstad,56.0313,14.1524,42.8,70,0,3.44,SE,1618813584
tigil,57.8,158.6667,35.17,99,100,10.09,RU,1618813588
los llanos de aridane,28.6585,-17.9182,64.4,68,20,11.5,ES,1618813591
coquimbo,-29.9533,-71.3436,55.4,88,90,4.61,CL,1618813595
port augusta,-32.5,137.7667,71.6,46,0,11.5,AU,1618813598
luderitz,-26.6481,15.1594,73.58,50,4,6.11,NA,1618813400
bambous virieux,-20.3428,57.7575,82.4,78,40,11.5,MU,1618813605
opuwo,-18.0607,13.84,69.31,45,89,13.82,NA,1618813609
jerez,14.1,-89.75,69.87,92,82,1.77,GT,1618813612
tofield,53.3668,-112.6686,32.0,86,100,5.75,CA,1618813616
visnes,59.3556,5.2242,48.2,61,0,6.91,NO,1618813619
komsomolskiy,40.4272,71.7189,66.2,42,73,2.3,UZ,1618813623
lakes entrance,-37.8811,147.981,69.01,55,0,1.99,AU,1618813626
belyy,55.8402,32.9419,47.01,74,29,9.1,RU,1618813630
rio grande,-32.035,-52.0986,66.34,71,0,11.3,BR,1618813570
vestmannaeyjar,63.4427,-20.2734,37.69,62,86,13.24,IS,1618813637
cabo san lucas,22.8909,-109.9124,69.01,76,70,14.09,MX,1618813640
bilibino,68.0546,166.4372,25.36,85,75,13.13,RU,1618813644
yerbogachen,61.2767,108.0108,34.11,50,100,10.8,RU,1618813647
barcelos,41.5388,-8.6151,57.0,94,40,1.68,PT,1618813654
bengkulu,-3.8004,102.2655,84.09,67,34,8.48,ID,1618813658
ruston,32.5232,-92.6379,44.6,93,1,3.47,US,1618813661
pacific grove,36.6177,-121.9166,50.0,87,20,3.44,US,1618813397
kahului,20.8947,-156.47,73.4,73,40,12.66,US,1618813527
kibala,9.1104,18.3463,84.2,54,0,6.91,TD,1618813671
mapiripan,2.8892,-72.1256,72.3,97,100,2.59,CO,1618813675
iberia,29.9502,-91.7507,57.99,77,75,5.75,US,1618813679
ahipara,-35.1667,173.1667,59.94,70,94,7.02,NZ,1618813682
hare bay,48.8499,-54.0148,35.6,100,100,1.14,CA,1618813686
koumac,-20.5667,164.2833,78.21,79,98,5.06,NC,1618813689
seoul,37.5683,126.9778,69.8,48,0,11.5,KR,1618813590
trairi,-3.2778,-39.2689,73.24,95,89,7.25,BR,1618813696
teya,60.3778,92.6267,19.87,93,100,10.6,RU,1618813700
comodoro rivadavia,-45.8667,-67.5,66.2,55,0,2.3,AR,1618813703
helong,42.5397,128.9972,68.7,20,46,15.86,CN,1618813707
tromso,69.6496,18.957,46.4,46,20,18.41,NO,1618813710
taoudenni,22.6783,-3.9836,75.25,12,11,13.58,ML,1618813714
huntsville,34.7304,-86.5861,51.01,76,1,4.14,US,1618813495
benghazi,32.1167,20.0667,62.8,70,61,18.7,LY,1618813724
covington,39.0837,-84.5086,50.0,76,90,3.44,US,1618813442
lima,-12.0432,-77.0282,66.2,88,0,3.44,PE,1618813709
coro,11.4045,-69.6734,76.73,84,100,16.06,VE,1618813734
lahad datu,5.0268,118.327,84.61,65,100,4.56,MY,1618813738
tuktoyaktuk,69.4541,-133.0374,32.0,74,1,11.5,CA,1618813741
sergeyevka,53.88,67.4158,28.96,33,6,12.15,KZ,1618813745
trelew,-43.249,-65.3051,68.54,35,65,16.67,AR,1618813748
nome,64.5011,-165.4064,36.0,75,75,3.94,US,1618813752
ocampo,21.65,-101.5,57.33,13,2,8.9,MX,1618813758
hasaki,35.7333,140.8333,73.0,26,20,11.5,JP,1618813765
srednekolymsk,67.45,153.6833,30.54,74,21,7.54,RU,1618813769
darnah,32.767,22.6367,62.47,78,96,21.39,LY,1618813772
nortelandia,-14.4547,-56.8028,71.78,85,77,2.33,BR,1618813776
grootfontein,-19.5667,18.1167,57.38,56,4,4.9,NA,1618813779
yellowknife,62.456,-114.3525,32.0,69,75,4.61,CA,1618813738
benicarlo,40.4165,0.4271,50.0,62,2,3.83,ES,1618813786
arica,-18.475,-70.3042,68.0,64,90,5.75,CL,1618813790
gulf gate estates,27.2517,-82.5147,79.0,89,90,10.36,US,1618813793
ballina,-28.8667,153.5667,71.6,68,6,8.05,AU,1618813797
ikovka,55.6089,64.9375,30.18,28,1,8.99,RU,1618813800
chingola,-12.529,27.8838,63.19,69,100,9.6,ZM,1618813804
santiago del estero,-27.7951,-64.2615,74.01,58,89,10.04,AR,1618813805
nelson bay,-32.7167,152.15,73.4,40,0,6.91,AU,1618813811
boyolangu,-8.1181,111.8935,84.56,65,16,9.95,ID,1618813814
kandi,11.1342,2.9386,84.18,53,93,6.69,BJ,1618813818
werda,-25.2667,23.2833,67.78,37,5,5.17,BW,1618813821
ranong,9.9658,98.6348,87.8,70,40,4.61,TH,1618813825
moindou,-21.6924,165.677,80.6,74,0,5.75,NC,1618813828
olot,42.181,2.4901,43.0,59,10,1.99,ES,1618813832
vanino,49.0869,140.2543,39.0,81,100,8.41,RU,1618813835
eureka,40.8021,-124.1637,48.99,89,100,2.46,US,1618813839
apac,1.9756,32.5386,79.34,61,100,2.21,UG,1618813842
san ramon de la nueva oran,-23.1322,-64.326,72.0,94,95,1.01,AR,1618813833
palu,-0.8917,119.8707,85.96,64,100,4.83,ID,1618813849
la palma,33.8464,-118.0467,66.2,59,1,0.98,US,1618813853
hamina,60.5697,27.1979,44.6,49,0,8.05,FI,1618813856
kongolo,-5.3833,27.0,74.91,81,100,7.02,CD,1618813863
sao filipe,14.8961,-24.4956,71.74,74,12,9.04,CV,1618813867
torbat-e jam,35.244,60.6225,75.6,19,68,2.39,IR,1618813874
torbay,47.6666,-52.7314,36.0,100,90,4.09,CA,1618813877
muroto,33.2833,134.15,64.4,42,0,10.36,JP,1618813685
margate,51.3813,1.3862,42.01,82,0,1.01,GB,1618813827
mahibadhoo,3.7833,72.9667,83.53,63,80,7.09,MV,1618813888
evans,33.5337,-82.1307,66.2,42,1,6.91,US,1618813891
namibe,-15.1961,12.1522,84.56,56,56,5.01,AO,1618813895
zhaotong,27.3167,103.7167,74.37,33,55,3.51,CN,1618813898
antofagasta,-23.65,-70.4,64.4,72,90,3.44,CL,1618813902
revelstoke,50.9832,-118.2023,42.8,45,1,8.05,CA,1618813905
toftlund,55.1886,9.0693,48.0,66,0,6.91,DK,1618813909
arona,28.0996,-16.681,64.4,63,20,10.36,ES,1618813912
kieta,-6.2167,155.6333,84.47,81,21,6.13,PG,1618813919
fort frances,48.5999,-93.4003,28.99,74,90,18.41,CA,1618813846
chegdomyn,51.1167,133.0167,51.53,60,100,5.57,RU,1618813926
yoichi,43.2039,140.7703,57.2,51,20,19.57,JP,1618813691
parry sound,45.3501,-80.033,35.01,93,10,3.02,CA,1618813801
aklavik,68.2191,-135.0107,41.0,52,98,4.61,CA,1618813936
the valley,18.217,-63.0578,78.8,83,20,9.22,AI,1618813940
culfa,38.9558,45.6308,68.0,49,40,6.91,AZ,1618813943
shenkursk,62.1091,42.896,42.12,36,71,4.85,RU,1618813947
nyakahanga,-1.6033,31.1414,65.57,83,83,6.62,TZ,1618813950
sulangan,11.1373,123.7228,84.04,73,100,16.17,PH,1618813954
tessalit,20.1986,1.0114,78.35,13,0,12.1,ML,1618813957
savannakhet,16.566,104.751,93.2,46,40,2.3,LA,1618813961
geraldton,-28.7667,114.6,77.0,41,100,24.16,AU,1618813964
fort nelson,58.8053,-122.7002,32.0,74,1,3.44,CA,1618813968
vila velha,-20.3297,-40.2925,75.2,83,0,2.3,BR,1618813971
hobyo,5.3505,48.5268,86.31,63,25,10.09,SO,1618813975
pirovskoye,57.6267,92.2658,33.42,94,100,16.06,RU,1618813978
roald,62.5833,6.1333,44.6,70,0,8.05,NO,1618813982
hofn,64.2539,-15.2082,36.05,70,23,5.14,IS,1618813985
garh maharaja,30.8339,71.9053,91.87,21,90,6.91,PK,1618813989
bubaque,11.2833,-15.8333,77.58,69,98,9.8,GW,1618813996
kwinana,-32.25,115.7667,73.99,46,6,10.36,AU,1618813999
yanam,16.7333,82.2167,95.0,52,40,5.75,IN,1618814003
talnakh,69.4865,88.3972,7.34,85,32,5.61,RU,1618814006
kargil,34.5667,76.1,37.65,36,7,5.64,IN,1618814010
kathu,7.9178,98.3332,87.01,94,75,8.05,TH,1618814013
oriximina,-1.7656,-55.8661,71.89,97,100,1.83,BR,1618814017
ferrol,43.4832,-8.2369,55.99,10,100,18.99,ES,1618814020
provost,52.3501,-110.2683,30.2,93,100,4.61,CA,1618814024
ribeira grande,38.5167,-28.7,60.8,94,20,4.61,PT,1618814027
shingu,33.7333,135.9833,66.2,32,0,14.97,JP,1618814031
nago,26.5881,127.9761,73.4,53,75,13.8,JP,1618814034
shelburne,44.0787,-80.2041,33.8,93,1,6.35,CA,1618813985
quatre cocos,-20.2078,57.7625,82.4,78,40,11.5,MU,1618814045
miandrivazo,-19.5167,45.4667,80.62,58,78,4.21,MG,1618814048
shestakovo,56.4915,103.96,39.09,69,100,14.92,RU,1618814052
tandalti,13.0167,31.8667,96.73,8,10,9.8,SD,1618814055
saint-augustin,51.226,-58.6502,37.76,94,100,18.01,CA,1618814059
kaya,13.0917,-1.0844,85.91,43,7,9.66,BF,1618814062
sao joao da barra,-21.6403,-41.0511,72.55,86,96,7.11,BR,1618814066
ribeira brava,32.65,-17.0667,57.0,72,0,5.01,PT,1618814069
ossora,59.2353,163.0719,32.83,95,100,2.77,RU,1618813991
port elizabeth,-33.918,25.5701,66.2,88,90,19.57,ZA,1618814076
bilma,18.6853,12.9164,88.83,7,17,9.22,NE,1618814080
la ronge,55.1001,-105.2842,30.2,51,99,4.61,CA,1618814083
alta floresta,-9.8756,-56.0861,69.87,98,100,2.59,BR,1618814093
plast,54.3691,60.8136,32.81,27,13,13.73,RU,1618814097
port blair,11.6667,92.75,89.6,70,75,5.75,IN,1618814100
camocim,-2.9022,-40.8411,75.24,91,100,9.28,BR,1618814104
san luis,-33.295,-66.3356,66.27,72,11,10.83,AR,1618814013
leningradskiy,69.3833,178.4167,25.83,72,16,14.38,RU,1618814111
rundu,-17.9333,19.7667,66.42,43,1,9.62,NA,1618814114
atherton,53.5237,-2.4935,46.0,66,64,1.99,GB,1618813990
auki,-8.7676,160.7034,80.82,81,50,1.03,SB,1618814121
nouadhibou,20.931,-17.0347,62.6,88,0,16.11,MR,1618814125
bousso,10.4795,16.7117,92.12,26,100,7.0,TD,1618814128
nazas,25.2333,-104.1333,62.33,42,6,5.32,MX,1618814132
road town,18.4167,-64.6167,79.0,87,1,4.0,VG,1618814135
hamilton,39.1834,-84.5333,50.0,76,90,3.44,US,1618814028
miri,4.4148,114.0089,87.8,66,20,9.22,MY,1618814142
nyurba,63.2842,118.3319,23.31,68,100,5.01,RU,1618814146
matagami,49.7502,-77.6328,28.4,86,1,2.3,CA,1618814149
portland,45.5234,-122.6762,61.0,36,1,4.61,US,1618814127
ca mau,9.1769,105.15,91.09,49,72,7.34,VN,1618814156
khani,41.9563,42.9566,66.2,77,90,6.91,GE,1618814163
dikson,73.5069,80.5464,8.44,92,100,14.12,RU,1618814170
klyuchi,52.2667,79.1667,35.17,32,14,12.55,RU,1618814173
panaba,21.2833,-88.2667,73.9,93,0,5.79,MX,1618814177
broome,42.2506,-75.833,44.6,70,90,5.75,US,1618814180
amahai,-3.3333,128.9167,83.61,71,89,7.65,ID,1618814184
dolores,-36.3132,-57.6792,61.43,95,5,6.78,AR,1618814187
lowestoft,52.4752,1.7516,42.01,93,90,2.3,GB,1618814191
ivanovka,42.8878,75.085,73.4,23,0,6.71,KG,1618814194
rawson,-43.3002,-65.1023,67.71,40,37,19.06,AR,1618814198
sioux lookout,50.1001,-91.917,24.8,68,90,10.36,CA,1618813944
jumla,29.2747,82.1838,67.17,17,0,11.05,NP,1618814208
kupang,-10.1667,123.5833,82.98,63,47,10.51,ID,1618814212
hukuntsi,-24.0,21.75,65.62,40,30,10.56,BW,1618814215
sitia,35.2,26.0986,63.01,81,100,10.63,GR,1618814219
labuhan,-6.8844,112.2051,86.09,60,100,5.23,ID,1618814222
hay river,60.8156,-115.7999,30.2,80,96,1.14,CA,1618814226
mekhe,15.1097,-16.6218,73.4,56,61,10.58,SN,1618814229
kankan,10.3854,-9.3057,80.28,60,100,7.31,GN,1618814233
tolaga bay,-38.3667,178.3,57.15,71,90,4.34,NZ,1618814240
ulaangom,49.9811,92.0667,59.2,19,100,7.54,MN,1618814243
tabuk,17.4189,121.4443,76.05,74,87,13.87,PH,1618814247
cockburn town,21.4612,-71.1419,78.37,85,100,17.47,TC,1618814250
fairbanks,64.8378,-147.7164,44.6,49,1,3.91,US,1618814132
fuengirola,36.54,-4.6247,60.8,88,75,3.44,ES,1618814220
pochutla,15.7432,-96.4661,77.0,84,5,1.95,MX,1618814264
lishui,28.4604,119.9103,74.95,43,89,4.27,CN,1618814267
beira,-19.8436,34.8389,75.2,78,40,8.77,MZ,1618814271
progreso,21.2833,-89.6667,73.4,88,40,3.44,MX,1618814274
constitucion,-35.3333,-72.4167,54.61,61,61,2.84,CL,1618814278
ola,59.5833,151.2833,34.9,82,100,21.03,RU,1618813990
takestan,36.0696,49.6959,71.6,43,0,4.61,IR,1618814285
kungurtug,50.5994,97.5228,54.7,25,53,12.28,RU,1618814288
yulara,-25.2406,130.9889,75.2,19,0,6.91,AU,1618814292
mattru,7.6244,-11.8332,76.77,87,81,1.45,SL,1618814295
perth,-31.9333,115.8333,75.99,43,20,10.36,AU,1618814133
kasungu,-13.0333,33.4833,66.99,69,29,7.56,MW,1618814327
padre bernardo,-15.35,-48.5,63.88,92,94,1.59,BR,1618814330
inhambane,-23.865,35.3833,71.6,73,20,3.13,MZ,1618814334
strezhevoy,60.7333,77.5889,12.2,52,0,11.18,RU,1618814337
washington,47.5001,-120.5015,64.4,27,1,4.7,US,1618814136
santa cruz do rio pardo,-22.8989,-49.6325,59.54,96,3,5.46,BR,1618814344
